clip,time,length,leftX,leftY,leftZ,rightX,rightY,rightZ,hipsYaw,rootYaw
TurnLeft,0.012406,0.550000,-0.222199,0.008093,0.196939,0.181242,0.006286,0.080171,3.657993,0.000000
TurnLeft,0.016541,0.550000,-0.223856,0.009303,0.197335,0.180555,0.006295,0.080023,2.820165,0.000000
TurnLeft,0.020677,0.550000,-0.225160,0.010525,0.196786,0.179971,0.006100,0.079913,1.976640,0.000000
TurnLeft,0.024812,0.550000,-0.226336,0.011882,0.195448,0.179300,0.005903,0.079808,1.128741,0.000000
TurnLeft,0.028947,0.550000,-0.227511,0.013339,0.193429,0.178560,0.005706,0.079702,0.277807,0.000000
TurnLeft,0.033083,0.550000,-0.228806,0.014852,0.190840,0.177771,0.005500,0.079597,359.425200,0.000000
TurnLeft,0.037218,0.550000,-0.230112,0.016479,0.187619,0.177184,0.005392,0.079317,358.572200,0.000000
TurnLeft,0.041353,0.550000,-0.231769,0.018047,0.184038,0.176604,0.005265,0.079027,357.720300,0.000000
TurnLeft,0.045489,0.550000,-0.233923,0.019478,0.180212,0.176037,0.005103,0.078742,356.870700,0.000000
TurnLeft,0.049624,0.550000,-0.236716,0.020690,0.176231,0.175500,0.004895,0.078465,356.024900,0.000000
TurnLeft,0.053759,0.550000,-0.239827,0.022083,0.172021,0.175307,0.005123,0.078063,355.184200,0.000000
TurnLeft,0.057895,0.550000,-0.243355,0.023146,0.167311,0.175210,0.005333,0.077667,354.350100,0.000000
TurnLeft,0.062030,0.550000,-0.247331,0.023788,0.161436,0.175196,0.005469,0.077298,353.523700,0.000000
TurnLeft,0.066165,0.550000,-0.251690,0.023966,0.153691,0.175280,0.005521,0.076964,352.706700,0.000000
TurnLeft,0.070301,0.550000,-0.256304,0.023871,0.144208,0.175551,0.005659,0.076715,351.900300,0.000000
TurnLeft,0.074436,0.550000,-0.261330,0.023517,0.133756,0.175780,0.005809,0.076659,351.105800,0.000000
TurnLeft,0.078571,0.550000,-0.266431,0.022915,0.121797,0.175948,0.005954,0.076756,350.324700,0.000000
TurnLeft,0.082707,0.550000,-0.271073,0.022099,0.107843,0.176059,0.006097,0.076961,349.558300,0.000000
TurnLeft,0.086842,0.550000,-0.274991,0.021209,0.091778,0.176120,0.006240,0.077229,348.808000,0.000000
TurnLeft,0.090977,0.550000,-0.278422,0.020471,0.074261,0.176143,0.006388,0.077518,348.075100,0.000000
TurnLeft,0.095113,0.550000,-0.281182,0.019970,0.055909,0.176139,0.006544,0.077783,347.360900,0.000000
TurnLeft,0.099248,0.550000,-0.283208,0.019774,0.037398,0.176124,0.006711,0.077982,346.666800,0.000000
TurnLeft,0.103384,0.550000,-0.284690,0.019621,0.018497,0.176002,0.006635,0.078127,345.994100,0.000000
TurnLeft,0.107519,0.550000,-0.285177,0.019664,-0.001819,0.175880,0.006549,0.078128,345.344100,0.000000
TurnLeft,0.111654,0.550000,-0.284117,0.019939,-0.022352,0.175803,0.006519,0.077933,344.718200,0.000000
TurnLeft,0.115790,0.550000,-0.281351,0.020339,-0.041733,0.175795,0.006551,0.077500,344.117700,0.000000
TurnLeft,0.119925,0.550000,-0.277258,0.020572,-0.059340,0.175690,0.006475,0.076887,343.536100,0.000000
TurnLeft,0.124060,0.550000,-0.272199,0.020819,-0.076145,0.175467,0.006381,0.076219,342.957900,0.000000
TurnLeft,0.128196,0.550000,-0.266414,0.021224,-0.091992,0.175170,0.006310,0.075531,342.382700,0.000000
TurnLeft,0.132331,0.550000,-0.260185,0.021869,-0.106680,0.174816,0.006259,0.074856,341.810500,0.000000
TurnLeft,0.136466,0.550000,-0.253833,0.022826,-0.119788,0.174418,0.006224,0.074228,341.241800,0.000000
TurnLeft,0.140602,0.550000,-0.247511,0.024005,-0.131090,0.173986,0.006202,0.073685,340.676600,0.000000
TurnLeft,0.144737,0.550000,-0.241050,0.025201,-0.141347,0.173527,0.006188,0.073260,340.115100,0.000000
TurnLeft,0.148872,0.550000,-0.234191,0.026246,-0.151361,0.173050,0.006175,0.072989,339.557600,0.000000
TurnLeft,0.153008,0.550000,-0.226810,0.027126,-0.161608,0.172620,0.006147,0.072756,339.004300,0.000000
TurnLeft,0.157143,0.550000,-0.219262,0.028050,-0.171574,0.172377,0.006074,0.072228,338.455400,0.000000
TurnLeft,0.161278,0.550000,-0.211597,0.028960,-0.181156,0.172283,0.005959,0.071488,337.911100,0.000000
TurnLeft,0.165414,0.550000,-0.203846,0.029778,-0.190297,0.172289,0.005803,0.070641,337.371600,0.000000
TurnLeft,0.169549,0.550000,-0.196165,0.030586,-0.198883,0.172223,0.005769,0.069855,336.837200,0.000000
TurnLeft,0.173684,0.550000,-0.188495,0.031197,-0.206912,0.172119,0.005750,0.069194,336.308000,0.000000
TurnLeft,0.177820,0.550000,-0.180807,0.031456,-0.214370,0.171985,0.005672,0.068736,335.784300,0.000000
TurnLeft,0.181955,0.550000,-0.173125,0.031287,-0.221217,0.171767,0.005534,0.068583,335.266400,0.000000
TurnLeft,0.186090,0.550000,-0.165734,0.030810,-0.227151,0.171213,0.005597,0.068899,334.754500,0.000000
TurnLeft,0.190226,0.550000,-0.158700,0.029743,-0.231705,0.170505,0.005748,0.069591,334.248700,0.000000
TurnLeft,0.194361,0.550000,-0.151994,0.028146,-0.235091,0.169803,0.005864,0.070501,333.749400,0.000000
TurnLeft,0.198496,0.550000,-0.145681,0.026227,-0.237531,0.169151,0.005952,0.071510,333.256800,0.000000
TurnLeft,0.202632,0.550000,-0.140111,0.024234,-0.239231,0.168317,0.006066,0.072521,332.771100,0.000000
TurnLeft,0.206767,0.550000,-0.135227,0.022338,-0.240433,0.167475,0.006191,0.073408,332.292600,0.000000
TurnLeft,0.210902,0.550000,-0.130937,0.020687,-0.241388,0.166842,0.006300,0.074048,331.821500,0.000000
TurnLeft,0.215038,0.550000,-0.127309,0.019450,-0.242343,0.166476,0.006398,0.074326,331.358100,0.000000
TurnLeft,0.219173,0.550000,-0.124579,0.018678,-0.243530,0.166236,0.006409,0.074214,330.902600,0.000000
TurnLeft,0.223308,0.550000,-0.122666,0.018354,-0.244927,0.166091,0.006409,0.074054,330.455400,0.000000
TurnLeft,0.227444,0.550000,-0.121380,0.018424,-0.246460,0.166100,0.006467,0.073856,330.016500,0.000000
TurnLeft,0.231579,0.550000,-0.120632,0.018790,-0.248071,0.166219,0.006587,0.073568,329.586400,0.000000
TurnLeft,0.235714,0.550000,-0.120277,0.019340,-0.249692,0.166420,0.006786,0.073178,329.159500,0.000000
TurnLeft,0.239850,0.550000,-0.119968,0.019913,-0.251203,0.166764,0.007134,0.072817,328.710400,0.000000
TurnLeft,0.243985,0.550000,-0.119579,0.020397,-0.252540,0.167207,0.007652,0.072450,328.236100,0.000000
TurnLeft,0.248120,0.550000,-0.119015,0.020686,-0.253647,0.167692,0.008370,0.072014,327.737100,0.000000
TurnLeft,0.252256,0.550000,-0.118100,0.020545,-0.254389,0.168304,0.009168,0.071457,327.213400,0.000000
TurnLeft,0.256391,0.550000,-0.117097,0.020115,-0.254951,0.169035,0.010071,0.070307,326.665400,0.000000
TurnLeft,0.260526,0.550000,-0.116222,0.019597,-0.255578,0.169804,0.011239,0.068527,326.093200,0.000000
TurnLeft,0.264662,0.550000,-0.115545,0.019038,-0.256415,0.170647,0.012700,0.066243,325.497100,0.000000
TurnLeft,0.268797,0.550000,-0.115078,0.018475,-0.257575,0.171570,0.014461,0.063614,324.877200,0.000000
TurnLeft,0.272932,0.550000,-0.114573,0.017885,-0.258956,0.172341,0.016468,0.060977,324.233900,0.000000
TurnLeft,0.277068,0.550000,-0.114003,0.017281,-0.260513,0.172739,0.018624,0.058669,323.567200,0.000000
TurnLeft,0.281203,0.550000,-0.113387,0.016681,-0.262222,0.172570,0.020786,0.057003,322.877400,0.000000
TurnLeft,0.285338,0.550000,-0.112744,0.016104,-0.264063,0.171727,0.022797,0.056137,322.164800,0.000000
TurnLeft,0.289474,0.550000,-0.112091,0.015569,-0.266017,0.170586,0.024654,0.055383,321.429400,0.000000
TurnLeft,0.293609,0.550000,-0.111451,0.015092,-0.268067,0.169096,0.026231,0.054687,320.671500,0.000000
TurnLeft,0.297744,0.550000,-0.110843,0.014693,-0.270196,0.167127,0.027354,0.054149,319.891400,0.000000
TurnLeft,0.301880,0.550000,-0.110240,0.014524,-0.272182,0.164574,0.028013,0.054102,319.089100,0.000000
TurnLeft,0.306015,0.550000,-0.109596,0.014509,-0.273894,0.161260,0.028300,0.054869,318.264800,0.000000
TurnLeft,0.310150,0.550000,-0.108972,0.014441,-0.275517,0.157238,0.028126,0.056236,317.418800,0.000000
TurnLeft,0.314286,0.550000,-0.108394,0.014316,-0.277011,0.152639,0.027571,0.058178,316.551100,0.000000
TurnLeft,0.318421,0.550000,-0.107878,0.014135,-0.278363,0.147573,0.026717,0.060681,315.662100,0.000000
TurnLeft,0.322556,0.550000,-0.107315,0.013926,-0.279782,0.142141,0.025648,0.063740,314.751800,0.000000
TurnLeft,0.326692,0.550000,-0.106673,0.013701,-0.281314,0.136430,0.024447,0.067366,313.820400,0.000000
TurnLeft,0.330827,0.550000,-0.105947,0.013465,-0.282953,0.130526,0.023202,0.071585,312.868100,0.000000
TurnLeft,0.334963,0.550000,-0.105198,0.013308,-0.284569,0.124398,0.022078,0.076592,311.895600,0.000000
TurnLeft,0.339098,0.550000,-0.104469,0.013261,-0.286033,0.117723,0.021094,0.082703,310.908100,0.000000
TurnLeft,0.343233,0.550000,-0.103667,0.013195,-0.287514,0.110730,0.020120,0.089470,309.906800,0.000000
TurnLeft,0.347369,0.550000,-0.102793,0.013118,-0.289014,0.103698,0.019167,0.096564,308.891800,0.000000
TurnLeft,0.351504,0.550000,-0.101851,0.013039,-0.290537,0.096925,0.018239,0.103726,307.863100,0.000000
TurnLeft,0.355639,0.550000,-0.100842,0.012966,-0.292089,0.090357,0.017357,0.110917,306.820600,0.000000
TurnLeft,0.359775,0.550000,-0.099769,0.012909,-0.293673,0.083669,0.016499,0.118109,305.764200,0.000000
TurnLeft,0.363910,0.550000,-0.098632,0.012874,-0.295296,0.076554,0.015636,0.125206,304.693800,0.000000
TurnLeft,0.368045,0.550000,-0.097468,0.012872,-0.296865,0.068722,0.014735,0.132153,303.609400,0.000000
TurnLeft,0.372181,0.550000,-0.096313,0.012874,-0.298279,0.060321,0.013711,0.138727,302.510900,0.000000
TurnLeft,0.376316,0.550000,-0.095093,0.012871,-0.299734,0.051271,0.012570,0.144799,301.398300,0.000000
TurnLeft,0.380451,0.550000,-0.093809,0.012870,-0.301238,0.041266,0.011368,0.150501,300.271300,0.000000
TurnLeft,0.384587,0.550000,-0.092452,0.012880,-0.302803,0.029965,0.010156,0.155980,299.129900,0.000000
TurnLeft,0.388722,0.550000,-0.090983,0.012919,-0.304436,0.016843,0.008882,0.161997,297.973900,0.000000
TurnLeft,0.392857,0.550000,-0.089526,0.012991,-0.305997,0.002296,0.007941,0.168004,296.803300,0.000000
TurnLeft,0.396993,0.550000,-0.088263,0.013091,-0.307326,-0.012930,0.007734,0.173057,295.617900,0.000000
TurnLeft,0.401128,0.550000,-0.087452,0.013119,-0.308164,-0.028149,0.008430,0.176365,294.417400,0.000000
TurnLeft,0.405263,0.550000,-0.087295,0.012932,-0.308298,-0.044240,0.009940,0.177528,293.201800,0.000000
TurnLeft,0.409399,0.550000,-0.087451,0.012807,-0.308168,-0.060742,0.012194,0.176606,291.970900,0.000000
TurnLeft,0.413534,0.550000,-0.087744,0.012753,-0.307920,-0.076851,0.014749,0.174280,290.724400,0.000000
TurnLeft,0.417669,0.550000,-0.088056,0.012684,-0.307607,-0.092006,0.017024,0.171450,289.462100,0.000000
TurnLeft,0.421805,0.550000,-0.088126,0.012423,-0.307261,-0.106414,0.018725,0.167532,288.183900,0.000000
TurnLeft,0.425940,0.550000,-0.087759,0.012252,-0.307246,-0.119740,0.020144,0.161866,286.889500,0.000000
TurnLeft,0.430075,0.550000,-0.087181,0.012164,-0.307586,-0.131794,0.021229,0.154787,285.578600,0.000000
TurnLeft,0.434211,0.550000,-0.086652,0.012099,-0.308263,-0.142563,0.021915,0.146809,284.250900,0.000000
TurnLeft,0.438346,0.550000,-0.085954,0.011910,-0.309158,-0.151578,0.022187,0.139029,282.899000,0.000000
TurnLeft,0.442481,0.550000,-0.084856,0.011777,-0.310282,-0.158874,0.022313,0.131564,281.521200,0.000000
TurnLeft,0.446617,0.550000,-0.083616,0.011653,-0.311374,-0.165162,0.022274,0.124377,280.119600,0.000000
TurnLeft,0.450752,0.550000,-0.082489,0.011500,-0.312188,-0.171142,0.022025,0.117363,278.696200,0.000000
TurnLeft,0.454887,0.550000,-0.081522,0.011309,-0.312785,-0.176495,0.021384,0.110351,277.253200,0.000000
TurnLeft,0.459023,0.550000,-0.080663,0.011091,-0.313280,-0.180969,0.020410,0.103528,275.792600,0.000000
TurnLeft,0.463158,0.550000,-0.079909,0.010850,-0.313695,-0.184715,0.019259,0.097182,274.316600,0.000000
TurnLeft,0.467293,0.550000,-0.079258,0.010589,-0.314051,-0.187872,0.018065,0.091594,272.827500,0.000000
TurnLeft,0.471429,0.550000,-0.078709,0.010312,-0.314371,-0.190371,0.016698,0.087095,271.327300,0.000000
TurnLeft,0.475564,0.550000,-0.078258,0.010024,-0.314679,-0.192233,0.015164,0.083631,269.818300,0.000000
TurnLeft,0.479699,0.550000,-0.077901,0.009730,-0.314998,-0.193580,0.013632,0.081000,268.302800,0.000000
TurnLeft,0.483835,0.550000,-0.077634,0.009437,-0.315348,-0.194515,0.012283,0.079011,266.783000,0.000000
TurnLeft,0.487970,0.550000,-0.077378,0.009142,-0.315755,-0.195197,0.011253,0.078090,265.261000,0.000000
TurnLeft,0.492105,0.550000,-0.077103,0.008850,-0.316240,-0.195650,0.010512,0.078119,263.739200,0.000000
TurnLeft,0.496241,0.550000,-0.076836,0.008574,-0.316824,-0.195808,0.009954,0.078464,262.219800,0.000000
TurnLeft,0.500376,0.550000,-0.076599,0.008338,-0.317528,-0.195601,0.009424,0.078494,260.705000,0.000000
TurnLeft,0.504511,0.550000,-0.076300,0.008218,-0.318261,-0.195078,0.008988,0.078237,259.197000,0.000000
TurnLeft,0.508647,0.550000,-0.075936,0.008085,-0.318924,-0.194402,0.008609,0.078023,257.698100,0.000000
TurnLeft,0.512782,0.550000,-0.075536,0.007946,-0.319503,-0.193646,0.008300,0.077880,256.210300,0.000000
TurnLeft,0.516917,0.550000,-0.075122,0.007801,-0.319990,-0.192880,0.008058,0.077819,254.735900,0.000000
TurnLeft,0.521053,0.550000,-0.074600,0.007526,-0.320459,-0.192059,0.007754,0.077760,253.277000,0.000000
TurnLeft,0.525188,0.550000,-0.074133,0.007271,-0.320812,-0.191400,0.007527,0.077790,251.835800,0.000000
TurnLeft,0.529323,0.550000,-0.073753,0.007044,-0.321042,-0.190984,0.007371,0.077891,250.414100,0.000000
TurnLeft,0.533459,0.550000,-0.073481,0.006849,-0.321147,-0.190887,0.007275,0.078038,249.014200,0.000000
TurnLeft,0.537594,0.550000,-0.073000,0.006541,-0.321181,-0.190915,0.007055,0.078126,247.637200,0.000000
TurnLeft,0.541729,0.550000,-0.072486,0.006292,-0.321149,-0.191134,0.006818,0.078182,246.276100,0.000000
TurnLeft,0.545865,0.550000,-0.072034,0.006168,-0.321192,-0.191363,0.006577,0.078179,244.921400,0.000000
TurnLeft,0.550000,0.550000,-0.071736,0.006238,-0.321462,-0.191423,0.006362,0.078124,243.564100,0.000000
TurnRight,0.000000,0.600000,-0.197720,0.020165,0.152741,0.077815,0.016041,0.120660,354.224300,0.000000
TurnRight,0.004167,0.600000,-0.198358,0.020186,0.152557,0.077404,0.016556,0.120771,355.191700,0.000000
TurnRight,0.008333,0.600000,-0.199380,0.020279,0.152360,0.076922,0.017082,0.121067,356.148500,0.000000
TurnRight,0.012500,0.600000,-0.200668,0.020428,0.152164,0.076427,0.017603,0.121507,357.092400,0.000000
TurnRight,0.016667,0.600000,-0.202103,0.020620,0.151982,0.075976,0.018104,0.122054,358.021200,0.000000
TurnRight,0.020833,0.600000,-0.203434,0.020763,0.151704,0.075756,0.018495,0.122552,358.932700,0.000000
TurnRight,0.025000,0.600000,-0.204678,0.020917,0.151457,0.075683,0.018836,0.123083,359.824600,0.000000
TurnRight,0.029167,0.600000,-0.205720,0.021068,0.151247,0.075807,0.019111,0.123611,0.694806,0.000000
TurnRight,0.033333,0.600000,-0.206443,0.021201,0.151076,0.076174,0.019306,0.124101,1.540938,0.000000
TurnRight,0.037500,0.600000,-0.206719,0.021102,0.150711,0.076777,0.019100,0.124254,2.360830,0.000000
TurnRight,0.041667,0.600000,-0.206952,0.021005,0.150307,0.077463,0.018762,0.124274,3.152256,0.000000
TurnRight,0.045833,0.600000,-0.207180,0.020918,0.149875,0.078699,0.018510,0.124302,3.912986,0.000000
TurnRight,0.050000,0.600000,-0.207443,0.020849,0.149427,0.080957,0.018559,0.124462,4.640796,0.000000
TurnRight,0.054167,0.600000,-0.207490,0.020713,0.148866,0.084661,0.018891,0.124462,5.333453,0.000000
TurnRight,0.058333,0.600000,-0.207502,0.020592,0.148360,0.089338,0.019483,0.124207,5.988735,0.000000
TurnRight,0.062500,0.600000,-0.207508,0.020496,0.147929,0.094762,0.020305,0.123708,6.604415,0.000000
TurnRight,0.066667,0.600000,-0.207537,0.020435,0.147594,0.100701,0.021321,0.122987,7.178274,0.000000
TurnRight,0.070833,0.600000,-0.207641,0.020382,0.147267,0.107103,0.022494,0.121940,7.737982,0.000000
TurnRight,0.075000,0.600000,-0.207901,0.020317,0.146868,0.113915,0.023770,0.120437,8.312012,0.000000
TurnRight,0.079167,0.600000,-0.208391,0.020256,0.146430,0.120901,0.025074,0.118489,8.899335,0.000000
TurnRight,0.083333,0.600000,-0.209184,0.020217,0.145989,0.127824,0.026318,0.116141,9.498911,0.000000
TurnRight,0.087500,0.600000,-0.209926,0.020326,0.145544,0.134740,0.027620,0.113468,10.109710,0.000000
TurnRight,0.091667,0.600000,-0.210570,0.020396,0.145085,0.141365,0.028834,0.110504,10.730690,0.000000
TurnRight,0.095833,0.600000,-0.211138,0.020432,0.144617,0.147493,0.029915,0.107261,11.360820,0.000000
TurnRight,0.100000,0.600000,-0.211651,0.020440,0.144145,0.152953,0.030808,0.103769,11.999050,0.000000
TurnRight,0.104167,0.600000,-0.212129,0.020427,0.143676,0.157708,0.031462,0.100044,12.644330,0.000000
TurnRight,0.108333,0.600000,-0.212593,0.020398,0.143215,0.161873,0.031888,0.096104,13.295640,0.000000
TurnRight,0.112500,0.600000,-0.213060,0.020358,0.142771,0.165530,0.032123,0.091973,13.951920,0.000000
TurnRight,0.116667,0.600000,-0.213550,0.020313,0.142351,0.168761,0.032207,0.087667,14.612130,0.000000
TurnRight,0.120833,0.600000,-0.213845,0.020266,0.142079,0.171879,0.032179,0.083302,15.275210,0.000000
TurnRight,0.125000,0.600000,-0.214192,0.020231,0.141854,0.174733,0.032090,0.078765,15.940140,0.000000
TurnRight,0.129167,0.600000,-0.214607,0.020212,0.141686,0.177398,0.031983,0.074040,16.605850,0.000000
TurnRight,0.133333,0.600000,-0.215106,0.020216,0.141586,0.179944,0.031904,0.069105,17.271300,0.000000
TurnRight,0.137500,0.600000,-0.215676,0.020237,0.141524,0.182385,0.031866,0.063948,17.935450,0.000000
TurnRight,0.141667,0.600000,-0.216305,0.020268,0.141458,0.184646,0.031837,0.058603,18.597230,0.000000
TurnRight,0.145833,0.600000,-0.217012,0.020311,0.141375,0.186659,0.031798,0.053115,19.255600,0.000000
TurnRight,0.150000,0.600000,-0.217813,0.020367,0.141263,0.188366,0.031726,0.047537,19.909510,0.000000
TurnRight,0.154167,0.600000,-0.218367,0.020404,0.141162,0.190106,0.031613,0.041973,20.546400,0.000000
TurnRight,0.158333,0.600000,-0.218894,0.020428,0.141045,0.191675,0.031499,0.036393,21.155590,0.000000
TurnRight,0.162500,0.600000,-0.219398,0.020441,0.140912,0.193049,0.031370,0.030774,21.738870,0.000000
TurnRight,0.166667,0.600000,-0.219883,0.020442,0.140765,0.194207,0.031214,0.025092,22.298030,0.000000
TurnRight,0.170833,0.600000,-0.220355,0.020431,0.140603,0.195126,0.031016,0.019327,22.834850,0.000000
TurnRight,0.175000,0.600000,-0.220817,0.020409,0.140428,0.195782,0.030767,0.013460,23.351140,0.000000
TurnRight,0.179167,0.600000,-0.221274,0.020376,0.140242,0.196155,0.030453,0.007473,23.848690,0.000000
TurnRight,0.183333,0.600000,-0.221731,0.020333,0.140044,0.196223,0.030065,0.001350,24.329310,0.000000
TurnRight,0.187500,0.600000,-0.221908,0.020355,0.139797,0.196314,0.029668,-0.005006,24.794780,0.000000
TurnRight,0.191667,0.600000,-0.222093,0.020370,0.139538,0.196203,0.029205,-0.011582,25.246920,0.000000
TurnRight,0.195833,0.600000,-0.222290,0.020381,0.139268,0.195895,0.028695,-0.018340,25.687520,0.000000
TurnRight,0.200000,0.600000,-0.222504,0.020387,0.138989,0.195402,0.028158,-0.025239,26.118390,0.000000
TurnRight,0.204167,0.600000,-0.222740,0.020389,0.138702,0.194665,0.027587,-0.032127,26.541320,0.000000
TurnRight,0.208333,0.600000,-0.223003,0.020388,0.138409,0.193629,0.026969,-0.038836,26.958110,0.000000
TurnRight,0.212500,0.600000,-0.223299,0.020384,0.138113,0.192322,0.026315,-0.045311,27.370560,0.000000
TurnRight,0.216667,0.600000,-0.223631,0.020378,0.137815,0.190783,0.025641,-0.051498,27.780470,0.000000
TurnRight,0.220833,0.600000,-0.223697,0.020261,0.137449,0.189380,0.024867,-0.057601,28.189620,0.000000
TurnRight,0.225000,0.600000,-0.223815,0.020146,0.137076,0.187825,0.024110,-0.063500,28.599830,0.000000
TurnRight,0.229167,0.600000,-0.223991,0.020033,0.136700,0.186147,0.023349,-0.068839,29.012870,0.000000
TurnRight,0.233333,0.600000,-0.224230,0.019925,0.136324,0.184425,0.022577,-0.073263,29.430540,0.000000
TurnRight,0.237500,0.600000,-0.224537,0.019821,0.135950,0.182726,0.021773,-0.076721,29.854630,0.000000
TurnRight,0.241667,0.600000,-0.224917,0.019725,0.135584,0.181085,0.020937,-0.079459,30.286930,0.000000
TurnRight,0.245833,0.600000,-0.225375,0.019637,0.135229,0.179546,0.020089,-0.081572,30.729240,0.000000
TurnRight,0.250000,0.600000,-0.225918,0.019559,0.134891,0.178138,0.019244,-0.083155,31.183320,0.000000
TurnRight,0.254167,0.600000,-0.226321,0.019554,0.134414,0.177055,0.018480,-0.084497,31.650970,0.000000
TurnRight,0.258333,0.600000,-0.226740,0.019540,0.133982,0.176118,0.017733,-0.085507,32.133960,0.000000
TurnRight,0.262500,0.600000,-0.227196,0.019507,0.133537,0.175330,0.017011,-0.086277,32.634060,0.000000
TurnRight,0.266667,0.600000,-0.227712,0.019451,0.133019,0.174695,0.016319,-0.086900,33.153050,0.000000
TurnRight,0.270833,0.600000,-0.228533,0.019422,0.132292,0.174645,0.015688,-0.087181,33.681130,0.000000
TurnRight,0.275000,0.600000,-0.229804,0.019466,0.131322,0.175244,0.015196,-0.087033,34.207410,0.000000
TurnRight,0.279167,0.600000,-0.231400,0.019570,0.130198,0.175925,0.014906,-0.086699,34.731950,0.000000
TurnRight,0.283333,0.600000,-0.233192,0.019721,0.129008,0.176115,0.014867,-0.086416,35.254830,0.000000
TurnRight,0.287500,0.600000,-0.234973,0.019407,0.127703,0.175909,0.014604,-0.086380,35.776140,0.000000
TurnRight,0.291667,0.600000,-0.236704,0.019070,0.126505,0.175620,0.014539,-0.086378,36.295910,0.000000
TurnRight,0.295833,0.600000,-0.238248,0.018689,0.125493,0.175253,0.014620,-0.086430,36.814230,0.000000
TurnRight,0.300000,0.600000,-0.239470,0.018240,0.124740,0.174811,0.014799,-0.086556,37.331170,0.000000
TurnRight,0.304167,0.600000,-0.239895,0.017568,0.125042,0.174299,0.015027,-0.086776,37.846780,0.000000
TurnRight,0.308333,0.600000,-0.239492,0.016730,0.126561,0.173725,0.015260,-0.087114,38.361160,0.000000
TurnRight,0.312500,0.600000,-0.238807,0.016027,0.128412,0.173093,0.015450,-0.087594,38.874360,0.000000
TurnRight,0.316667,0.600000,-0.238409,0.015781,0.129719,0.172411,0.015555,-0.088242,39.386490,0.000000
TurnRight,0.320833,0.600000,-0.238168,0.016045,0.130162,0.171760,0.015620,-0.088959,39.897620,0.000000
TurnRight,0.325000,0.600000,-0.237539,0.016674,0.130176,0.171241,0.015723,-0.089629,40.407850,0.000000
TurnRight,0.329167,0.600000,-0.236481,0.017704,0.130033,0.170896,0.015860,-0.090259,40.917280,0.000000
TurnRight,0.333333,0.600000,-0.234942,0.019150,0.130001,0.170760,0.016025,-0.090859,41.426020,0.000000
TurnRight,0.337500,0.600000,-0.233566,0.021130,0.130445,0.170486,0.016060,-0.091235,41.934180,0.000000
TurnRight,0.341667,0.600000,-0.232096,0.023815,0.131456,0.170144,0.016090,-0.091568,42.441860,0.000000
TurnRight,0.345833,0.600000,-0.229795,0.026792,0.133392,0.169744,0.016106,-0.091899,42.949190,0.000000
TurnRight,0.350000,0.600000,-0.225934,0.029569,0.136557,0.169292,0.016098,-0.092268,43.456290,0.000000
TurnRight,0.354167,0.600000,-0.220299,0.032126,0.140948,0.168685,0.016043,-0.092688,43.975640,0.000000
TurnRight,0.358333,0.600000,-0.213363,0.034543,0.145980,0.167861,0.015923,-0.093143,44.519040,0.000000
TurnRight,0.362500,0.600000,-0.205464,0.036447,0.151041,0.166887,0.015739,-0.093632,45.085590,0.000000
TurnRight,0.366667,0.600000,-0.196999,0.037478,0.155540,0.165833,0.015492,-0.094160,45.674430,0.000000
TurnRight,0.370833,0.600000,-0.187909,0.037925,0.159740,0.164760,0.015553,-0.094457,46.284650,0.000000
TurnRight,0.375000,0.600000,-0.177937,0.037727,0.163674,0.163763,0.015598,-0.094804,46.915370,0.000000
TurnRight,0.379167,0.600000,-0.167276,0.037049,0.167266,0.162905,0.015625,-0.095212,47.565710,0.000000
TurnRight,0.383333,0.600000,-0.156129,0.036059,0.170476,0.162253,0.015628,-0.095696,48.234750,0.000000
TurnRight,0.387500,0.600000,-0.144699,0.034916,0.173306,0.161732,0.015607,-0.096181,48.921610,0.000000
TurnRight,0.391667,0.600000,-0.133194,0.033767,0.175805,0.161227,0.015563,-0.096592,49.625380,0.000000
TurnRight,0.395833,0.600000,-0.121812,0.032743,0.178065,0.160739,0.015502,-0.096939,50.345180,0.000000
TurnRight,0.400000,0.600000,-0.110742,0.031961,0.180221,0.160271,0.015425,-0.097233,51.080100,0.000000
TurnRight,0.404167,0.600000,-0.100004,0.031387,0.182333,0.159825,0.015338,-0.097486,51.829230,0.000000
TurnRight,0.408333,0.600000,-0.089393,0.030904,0.184380,0.159403,0.015244,-0.097709,52.591670,0.000000
TurnRight,0.412500,0.600000,-0.078740,0.030495,0.186387,0.159005,0.015146,-0.097913,53.366520,0.000000
TurnRight,0.416667,0.600000,-0.067873,0.030148,0.188350,0.158634,0.015049,-0.098110,54.152860,0.000000
TurnRight,0.420833,0.600000,-0.056866,0.030100,0.190467,0.158291,0.015175,-0.098163,54.949790,0.000000
TurnRight,0.425000,0.600000,-0.045847,0.030120,0.192608,0.157984,0.015286,-0.098238,55.756390,0.000000
TurnRight,0.429167,0.600000,-0.034737,0.030193,0.194713,0.157716,0.015385,-0.098346,56.571750,0.000000
TurnRight,0.433333,0.600000,-0.023467,0.030305,0.196711,0.157487,0.015477,-0.098498,57.394970,0.000000
TurnRight,0.437500,0.600000,-0.011976,0.030445,0.198521,0.157296,0.015563,-0.098707,58.225130,0.000000
TurnRight,0.441667,0.600000,-0.000216,0.030601,0.200056,0.157144,0.015647,-0.098984,59.061330,0.000000
