time,tick,state,phase,transition,playback,moveX,moveY,rootX,rootY,rootZ,yaw,leftX,leftY,leftZ,rightX,rightY,rightZ,hipsYaw,turnPhase,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ
2.683333,80,CombatIdle_v5,0.005520,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.313546,0.089733,5.214157,4.773264,0.019278,4.810525,127.150700,0.000000,5.190393,0.516503,5.149973,4.885167,0.402888,4.899881
2.700000,80,CombatIdle_v5,0.007360,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.293263,0.098853,5.215769,4.773264,0.019278,4.810525,121.089400,0.000000,5.174799,0.529524,5.173061,4.880950,0.408448,4.916052
2.716667,81,CombatIdle_v5,0.009200,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.273444,0.081760,5.217342,4.773263,0.019278,4.810524,116.390200,0.000000,5.158978,0.513968,5.195215,4.893750,0.403538,4.921713
2.733333,81,CombatIdle_v5,0.011040,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.256413,0.050309,5.218696,4.773264,0.019278,4.810524,110.854400,0.000000,5.142084,0.482578,5.210496,4.922337,0.387429,4.922239
2.750000,82,CombatIdle_v5,0.012880,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.244491,0.022822,5.219643,4.773264,0.019278,4.810525,104.367200,0.000000,5.138547,0.453322,5.224649,4.955213,0.363822,4.927572
2.766667,82,CombatIdle_v5,0.014720,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.773264,0.019278,4.810524,98.697400,0.000000,5.132482,0.441725,5.233890,4.971192,0.350958,4.939816
2.783333,83,CombatIdle_v5,0.016560,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.777442,0.030032,4.809330,94.163750,0.000000,5.125113,0.441760,5.239814,4.979413,0.349807,4.949662
2.800000,83,CombatIdle_v5,0.018400,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.788535,0.057341,4.806157,91.107250,0.000000,5.092328,0.444879,5.221981,4.970481,0.374960,4.945993
2.816667,84,CombatIdle_v5,0.020240,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.804382,0.088537,4.801625,90.001480,0.000000,5.054203,0.442437,5.205906,4.960625,0.401140,4.933854
2.833333,84,CombatIdle_v5,0.022080,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.239556,0.013234,5.219910,4.822823,0.105334,4.796351,90.001480,0.000000,5.011634,0.433672,5.182790,4.945544,0.420593,4.912399
2.850000,85,CombatIdle_v5,0.023920,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.239694,0.012962,5.219897,4.841696,0.095910,4.790954,90.001480,0.000000,5.022555,0.435713,5.172998,4.925383,0.425098,4.890854
2.866667,85,CombatIdle_v5,0.025760,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.858840,0.065943,4.786052,90.001480,0.000000,5.112576,0.444493,5.177209,4.902109,0.415107,4.873789
2.883333,86,CombatIdle_v5,0.027600,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.875474,0.039789,4.783574,90.001480,0.000000,5.168718,0.435972,5.175077,4.868813,0.414464,4.868386
2.900000,86,CombatIdle_v5,0.029440,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.888606,0.029704,4.783362,90.001480,0.000000,5.215629,0.419685,5.172588,4.892207,0.396681,4.851711
2.916667,87,CombatIdle_v5,0.031280,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.888933,0.025174,4.782346,90.001480,0.000000,5.250869,0.400872,5.169638,4.907902,0.382492,4.842082
2.933333,87,CombatIdle_v5,0.033120,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.883305,0.016674,4.780798,90.001480,0.000000,5.262780,0.393038,5.168846,4.906955,0.370782,4.838223
2.950000,88,CombatIdle_v5,0.034960,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.275457,0.383646,5.167346,4.934033,0.340909,4.821931
2.966667,88,CombatIdle_v5,0.036800,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880000,0.012000,4.780000,90.001480,0.000000,5.274321,0.384873,5.170023,4.952322,0.321050,4.813519
2.983333,89,CombatIdle_v5,0.038640,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.275095,0.384698,5.173426,4.964752,0.304864,4.807933
3.000000,89,CombatIdle_v5,0.040480,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.780000,90.001480,0.000000,5.271524,0.387888,5.178426,4.967908,0.300241,4.808796
3.016667,90,CombatIdle_v5,0.042320,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.268943,0.390218,5.184155,4.970621,0.296069,4.810253
3.033333,90,CombatIdle_v5,0.044160,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880001,0.012000,4.780001,90.001480,0.000000,5.265514,0.392845,5.187570,4.970784,0.295714,4.812055
3.050000,91,CombatIdle_v5,0.046000,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220001,4.880000,0.012000,4.780000,90.001480,0.000000,5.262205,0.395276,5.191187,4.970859,0.295458,4.814019
3.066667,91,CombatIdle_v5,0.047840,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.259504,0.397146,5.193288,4.970768,0.295503,4.815220
3.083333,92,CombatIdle_v5,0.049680,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780001,90.001480,0.000000,5.256841,0.398932,5.195469,4.970657,0.295564,4.816476
3.100000,92,CombatIdle_v5,0.051520,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880001,0.012000,4.780000,90.001480,0.000000,5.254314,0.400538,5.195291,4.970734,0.295471,4.816204
3.116667,93,CombatIdle_v5,0.053360,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.880000,0.012000,4.780001,90.001480,0.000000,5.251809,0.402095,5.195135,4.970837,0.295335,4.815928
3.133333,93,CombatIdle_v5,0.055200,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780001,90.001480,0.000000,5.248979,0.403787,5.193807,4.970648,0.295692,4.815181
3.150000,94,CombatIdle_v5,0.057040,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.780001,90.001480,0.000000,5.246171,0.405417,5.192494,4.970502,0.295979,4.814415
3.166667,94,CombatIdle_v5,0.058880,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.780000,90.001480,0.000000,5.241725,0.407910,5.190731,4.969438,0.297640,4.813995
3.183333,95,CombatIdle_v5,0.060720,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880000,0.012000,4.779999,90.001480,0.000000,5.237407,0.410220,5.188944,4.968523,0.299059,4.813447
3.200000,95,CombatIdle_v5,0.062560,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.226997,0.415437,5.185879,4.965700,0.303230,4.813231
3.216667,96,CombatIdle_v5,0.064400,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.216720,0.420042,5.182629,4.963152,0.306888,4.812650
3.233333,96,CombatIdle_v5,0.066240,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.219999,4.880000,0.012000,4.780000,90.001480,0.000000,5.198424,0.427106,5.178050,4.957891,0.314021,4.812613
3.250000,97,CombatIdle_v5,0.068080,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780001,90.001480,0.000000,5.179893,0.432739,5.172862,4.953182,0.320093,4.811675
3.266667,97,CombatIdle_v5,0.069920,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.779999,90.001480,0.000000,5.155776,0.438247,5.168509,4.946620,0.327961,4.811902
3.283333,98,CombatIdle_v5,0.071760,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.219999,4.879999,0.012000,4.780000,90.001480,0.000000,5.131364,0.441518,5.163359,4.941096,0.334228,4.810910
3.300000,98,CombatIdle_v5,0.073600,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.880001,0.012000,4.780000,90.001480,0.000000,5.107057,0.443142,5.162050,4.932860,0.342751,4.813524
3.316667,99,CombatIdle_v5,0.075440,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.779999,90.001480,0.000000,5.082443,0.442624,5.160122,4.925830,0.349519,4.815115
3.333333,99,CombatIdle_v5,0.077280,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.070598,0.442274,5.164086,4.919154,0.355225,4.820653
3.350000,100,CombatIdle_v5,0.079120,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880001,0.012000,4.780000,90.001480,0.000000,5.058947,0.441403,5.167985,4.912850,0.360151,4.826082
3.366667,100,CombatIdle_v5,0.080960,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880000,0.012000,4.780000,90.001480,0.000000,5.052721,0.440887,5.171713,4.904555,0.366109,4.832509
3.383333,101,CombatIdle_v5,0.082800,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012001,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.047392,0.440335,5.175297,4.896871,0.371057,4.838589
3.400000,101,CombatIdle_v5,0.084640,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.780000,90.001480,0.000000,5.040844,0.439073,5.174835,4.889913,0.375528,4.841615
3.416667,102,CombatIdle_v5,0.086480,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880000,0.012000,4.780001,90.001480,0.000000,5.035029,0.437806,5.174266,4.883759,0.379234,4.844184
3.433333,102,CombatIdle_v5,0.088320,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.219999,4.880000,0.012000,4.780000,90.001480,0.000000,5.027655,0.435844,5.171725,4.879405,0.381958,4.844616
3.450000,103,CombatIdle_v5,0.090160,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240000,0.012000,5.220000,4.880001,0.012000,4.780000,90.001480,0.000000,5.020344,0.433660,5.169091,4.875513,0.384337,4.844815
3.466667,103,CombatIdle_v5,0.092000,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.880000,0.012000,4.780000,90.001480,0.000000,5.006948,0.428988,5.163810,4.872366,0.386497,4.843200
3.483333,104,CombatIdle_v5,0.093840,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.240001,0.012000,5.220000,4.879999,0.012000,4.780000,90.001480,0.000000,4.987322,0.420808,5.157320,4.869470,0.388471,4.841418
3.500000,104,CombatIdle_v5,0.095680,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.238141,0.015774,5.219277,4.880000,0.012000,4.780001,90.001480,0.000000,4.980859,0.421853,5.151922,4.869634,0.389029,4.837017
3.516667,105,CombatIdle_v5,0.097520,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.343511,0.174581,5.224373,5.169596,0.145977,4.777748,90.512140,0.000000,5.210000,0.587765,5.141894,5.128856,0.543390,4.857040
3.533333,105,CombatIdle_v5,0.099360,0,0.000000,0.000000,1.000000,5.000000,0.000000,5.000000,90.000000,5.329923,0.153525,5.230954,5.157192,0.127248,4.787667,92.382010,0.000000,5.202494,0.567785,5.147852,5.115126,0.525803,4.862368
